City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,taltal,-25.4,-70.4833,290.38,70,41,2.42,CL,1699931311
363,mahdia,35.5047,11.0622,289.12,62,5,3.35,TN,1699931312
364,najran,17.4924,44.1277,288.51,54,18,0.59,SA,1699931312
365,jindabyne,-36.4167,148.6333,289.2,45,100,1.03,AU,1699931312
366,gaspe,48.8334,-64.4819,272.1,86,100,2.06,CA,1699930827
367,altar,30.7,-111.8167,294.44,34,76,2.47,MX,1699931313
368,juan griego,11.0817,-63.9655,299.34,88,86,5.64,VE,1699931313
369,mancio lima,-7.6142,-72.8958,297.89,85,33,1.23,BR,1699931313
370,revda,56.801,59.9303,275.53,96,100,4.85,RU,1699931313
371,lazaro cardenas,17.9583,-102.2,299.82,81,37,1.88,MX,1699931198
372,savanna-la-mar,18.219,-78.1332,298.67,89,9,2.03,JM,1699931314
373,sovetskaya gavan',48.9723,140.2878,268.21,59,14,5.72,RU,1699931314
374,yemetsk,63.4721,41.7941,270.15,97,95,2.63,RU,1699931314
375,roma,43.2128,-75.4557,277.09,90,100,1.54,US,1699931168
376,al jawf,29.5,38.75,293.39,54,0,3.08,SA,1699931314
377,la sarre,48.8002,-79.1996,273.44,98,100,4.35,CA,1699931315
378,gargalianoi,37.0667,21.6333,287.24,76,5,3.36,GR,1699931315
379,talara,-4.5772,-81.2719,294.0,84,21,8.15,PE,1699931315
380,aizawl,23.7333,92.7167,294.04,73,20,1.03,IN,1699931316
381,ceeldheer,3.8488,47.1806,299.74,83,79,0.76,SO,1699931316
382,christchurch,-43.5333,172.6333,299.26,34,76,9.77,NZ,1699931098
383,rizhao,35.4275,119.4553,281.01,29,34,2.91,CN,1699931316
384,san rafael,-34.6177,-68.3301,288.49,34,0,2.43,AR,1699931317
385,camana,-16.6228,-72.7111,292.48,83,58,3.35,PE,1699931317
386,kayangel,8.0823,134.7173,301.68,78,70,6.66,PW,1699931317
387,masterton,-40.9597,175.6575,290.31,48,75,6.57,NZ,1699931317
388,fedorovka,53.6314,62.7078,278.16,79,100,8.62,KZ,1699931318
389,daru,-9.0763,143.2092,302.03,60,24,4.39,PG,1699931191
390,kolonia town,6.964,158.206,303.21,79,100,4.12,FM,1699931318
391,la ronge,55.1001,-105.2842,273.71,76,100,6.3,CA,1699931318
392,hasaki,35.7333,140.8333,289.37,34,0,2.57,JP,1699931232
393,rio grande,-32.035,-52.0986,292.01,94,100,4.23,BR,1699931319
394,selfoss,63.9331,-20.9971,279.29,76,75,7.79,IS,1699931319
395,colares,38.7992,-9.4469,290.0,92,93,4.02,PT,1699931319
396,yanaul,56.2719,54.9309,277.22,89,100,7.66,RU,1699931319
397,monster,52.0258,4.175,286.5,80,75,10.8,NL,1699931319
398,uusikaupunki,60.8004,21.4084,272.54,85,100,3.14,FI,1699931320
399,la passe,45.5549,-0.8967,288.7,93,100,5.05,FR,1699931179
400,beau vallon,-20.4189,57.6953,298.83,73,0,2.87,MU,1699931320
401,san luis de la loma,17.2706,-100.8939,299.93,83,21,2.57,MX,1699931320
402,magadan,59.5667,150.8,256.78,72,73,4.91,RU,1699931320
403,jalai nur,49.45,117.7,267.58,68,15,3.29,CN,1699931132
404,porto novo,6.4965,2.6036,299.01,87,5,0.97,BJ,1699931321
405,dryden,49.7833,-92.7503,271.96,97,100,1.91,CA,1699931321
406,urengoy,65.9667,78.3667,250.35,100,13,1.7,RU,1699931321
407,nuku'alofa,-21.1333,-175.2,297.34,88,75,8.75,TO,1699931321
408,petawawa,45.9001,-77.3328,273.03,92,100,1.13,CA,1699931321
409,moramanga,-18.9333,48.2,291.72,93,32,0.24,MG,1699931322
410,praia da vitoria,38.7333,-27.0667,289.68,95,98,0.45,PT,1699931322
411,yerofey pavlovich,53.9667,121.9667,267.98,49,95,0.93,RU,1699931322
412,igarka,67.4667,86.5833,255.93,84,43,6.89,RU,1699931298
413,coeur d'alene,47.6777,-116.7805,279.16,93,40,2.06,US,1699931220
414,watertown,42.3709,-71.1828,277.23,72,100,0.89,US,1699931322
415,niafunke,15.9322,-3.9906,298.13,12,0,4.54,ML,1699931323
416,yenifakili,39.2114,35.0004,284.88,75,100,2.63,TR,1699931323
417,awjilah,29.1081,21.2869,291.16,88,0,3.8,LY,1699931323
418,pasni,25.2631,63.471,297.66,59,0,2.75,PK,1699931323
419,laojunmiao,39.8333,97.7333,273.84,32,89,3.76,CN,1699931323
420,nova sintra,14.8667,-24.7167,296.97,72,100,5.4,CV,1699931323
421,santo domingo zanatepec,16.4831,-94.3475,299.0,72,93,3.08,MX,1699931324
422,lionel town,17.8101,-77.2406,302.09,84,4,3.58,JM,1699931324
423,mount gambier,-37.8333,140.7667,289.85,54,100,2.57,AU,1699931183
424,decize,46.8285,3.4619,287.1,89,100,3.67,FR,1699931324
425,fort bragg,35.139,-79.006,281.93,85,0,0.0,US,1699931159
426,kyrenia,35.3417,33.3167,289.9,78,9,2.4,CY,1699931324
427,khorixas,-20.3667,14.9667,298.58,35,75,0.29,NA,1699931324
428,san jeronimo,-11.9472,-75.2829,285.4,82,99,1.65,PE,1699931324
429,hard bargain,26.3167,-77.5667,298.58,76,97,3.82,BS,1699931325
430,tofol,5.3248,163.0078,303.03,74,75,3.09,FM,1699931325
431,taoudenni,22.6783,-3.9836,296.52,20,3,5.77,ML,1699931325
432,tirthahalli,13.7,75.2333,295.15,75,71,2.95,IN,1699931325
433,dzierzgon,53.922,19.3471,277.47,93,100,5.01,PL,1699931325
434,prince george,53.9166,-122.753,273.85,96,100,4.63,CA,1699931314
435,nankana sahib,31.4475,73.6972,292.52,44,0,0.82,PK,1699931300
436,nelson bay,-32.7167,152.15,300.18,76,51,9.39,AU,1699931326
437,tafuna,-14.3358,-170.72,306.12,70,75,3.6,AS,1699931326
438,richards bay,-28.783,32.0377,290.78,82,100,5.01,ZA,1699931325
439,tete,-16.1564,33.5867,295.37,68,19,3.8,MZ,1699931326
440,castillos,-34.1667,-53.8333,288.38,91,100,3.25,UY,1699931221
441,karratha,-20.7377,116.8463,303.29,32,2,6.65,AU,1699931326
442,nizhniye sergi,56.6614,59.3033,275.59,97,100,5.13,RU,1699931326
443,ad douiem,14.0012,32.3116,303.03,28,17,5.19,SD,1699931327
444,galesong,-5.3166,119.3661,306.16,61,67,2.07,ID,1699931327
445,as sulayyil,20.4607,45.5779,292.29,47,30,3.05,SA,1699931327
446,ribeira brava,32.65,-17.0667,293.5,79,5,1.08,PT,1699931157
447,manokwari,-0.8667,134.0833,302.3,73,81,3.73,ID,1699931327
448,solnechnyy,50.7214,136.6319,262.06,70,12,1.37,RU,1699931327
449,laguna,38.421,-121.4238,288.88,71,0,0.0,US,1699931327
450,upper grand lagoon,30.1633,-85.7408,288.74,81,100,2.68,US,1699931328
451,narok,-1.0783,35.8601,286.11,96,38,1.14,KE,1699931328
452,bereznik,62.8551,42.7072,273.51,99,100,1.06,RU,1699931328
453,mount hagen,-5.8581,144.2274,293.3,76,100,0.87,PG,1699931328
454,loango,-4.6719,11.8312,298.48,90,100,1.86,CG,1699931328
455,salalah,17.0151,54.0924,299.2,89,75,1.03,OM,1699931328
456,isabela,6.7085,121.9711,303.67,68,41,1.63,PH,1699931329
457,bel ombre,-4.6167,55.4167,301.07,78,26,5.09,SC,1699931244
458,carutapera,-1.195,-46.02,298.32,84,72,3.13,BR,1699931329
459,rodolfo sanchez taboada,31.7167,-116.5667,289.05,47,81,1.3,MX,1699931329
460,lyubinskiy,55.1542,72.6925,275.97,89,100,4.7,RU,1699931329
461,beni,0.5,29.4667,288.5,98,22,0.83,CD,1699931329
462,san patricio,28.017,-97.5169,290.84,88,100,5.51,US,1699931185
463,novyy urengoy,66.0833,76.6333,255.88,98,24,3.2,RU,1699931330
464,carlsbad,33.1581,-117.3506,292.07,73,0,2.06,US,1699931175
465,rawson,-43.3002,-65.1023,285.11,31,65,12.41,AR,1699931330
466,blairgowrie,56.5916,-3.3405,279.23,96,100,0.97,GB,1699931330
467,belev,53.8119,36.1319,277.47,78,99,7.0,RU,1699931330
468,kapit,2.0167,112.9333,305.77,59,87,0.34,MY,1699931330
469,shitanjing,39.2342,106.3439,276.08,24,4,0.77,CN,1699931330
470,rundu,-17.9333,19.7667,296.6,38,33,1.7,NA,1699931331
471,buncrana,55.1333,-7.45,282.44,91,100,3.42,IE,1699931331
472,lycksele,64.5954,18.6735,257.08,85,100,1.03,SE,1699931331
473,kardla,58.9978,22.7492,274.29,77,100,2.0,EE,1699931331
474,port augusta,-32.5,137.7667,300.84,31,65,6.53,AU,1699931331
475,keelung,25.1283,121.7419,294.82,82,100,4.72,TW,1699931331
476,puerto aysen,-45.4,-72.7,275.32,99,100,2.19,CL,1699931331
477,springbok,-29.6643,17.8865,292.35,17,0,6.26,ZA,1699931331
478,vurnary,55.4904,46.9648,278.47,79,100,5.56,RU,1699931332
479,ballina,-28.8667,153.5667,301.36,68,55,5.37,AU,1699931332
480,puerto barrios,15.7167,-88.6,298.23,100,100,0.0,GT,1699931332
481,waseca,44.0777,-93.5074,281.96,50,0,4.12,US,1699931332
482,panama city beach,30.1766,-85.8055,288.74,81,0,3.6,US,1699931128
483,zvenigovo,55.9742,48.0181,277.68,85,100,5.55,RU,1699931332
484,kerikeri,-35.2268,173.9474,289.46,70,100,4.27,NZ,1699931227
485,morehead city,34.7229,-76.726,285.36,91,0,0.0,US,1699931333
486,mount darwin,-16.7725,31.5838,291.65,66,3,3.83,ZW,1699931333
487,columbia falls,48.3725,-114.1815,279.71,69,100,4.63,US,1699931333
488,lodja,-3.4833,23.4333,294.29,100,100,0.92,CD,1699931333
489,melo,-32.3667,-54.1833,288.48,97,100,4.64,UY,1699931333
490,alice springs,-23.7,133.8833,308.9,14,5,3.6,AU,1699931209
491,mata-utu,-13.2816,-176.1745,302.27,74,77,4.75,WF,1699931306
492,ulladulla,-35.35,150.4667,293.35,68,96,3.67,AU,1699931300
493,mwanza,-2.5167,32.9,293.31,83,32,3.0,TZ,1699931334
494,ibanda,-2.7974,32.4746,290.67,97,62,1.94,TZ,1699931334
495,vadso,70.0744,29.7487,268.24,86,100,6.17,NO,1699931334
496,alibag,18.6411,72.8792,301.19,57,91,2.11,IN,1699931334
497,xinyuan,37.3,99.0,271.84,17,9,0.94,CN,1699931334
498,andratx,39.5755,2.4202,289.24,79,4,2.82,ES,1699931335
499,bemidji,47.4736,-94.8803,280.13,63,0,4.63,US,1699931060
500,marsh harbour,26.5412,-77.0636,298.47,78,100,4.31,BS,1699931127
501,egilsstadir,65.2653,-14.3948,275.29,99,99,1.17,IS,1699931335
502,moroto,2.5345,34.6666,292.93,81,59,2.68,UG,1699931335
503,chenzhou,25.8,113.0333,282.93,89,99,1.17,CN,1699931335
504,korla,41.7597,86.1469,278.87,32,46,3.16,CN,1699931324
505,rio branco,-9.9747,-67.81,298.49,100,40,1.03,BR,1699931105
506,ar ruways,24.1103,52.7306,299.47,54,100,2.1,AE,1699931336
507,moissac,44.1024,1.0945,289.53,92,97,0.75,FR,1699931336
508,howard springs,-12.497,131.047,306.41,58,34,3.01,AU,1699931287
509,taksimo,56.3444,114.8794,263.7,75,76,0.56,RU,1699931336
510,pemba,-12.974,40.5178,298.54,94,75,2.57,MZ,1699931336
511,isangel,-19.55,169.2667,300.21,69,75,6.17,VU,1699931268
512,at taj,24.2049,23.2857,289.88,37,0,4.35,LY,1699931137
513,semirom,31.4167,51.5667,278.53,48,54,1.02,IR,1699931337
514,sirte,31.2089,16.5887,295.65,65,86,5.45,LY,1699931337
515,priozersk,61.0393,30.1291,273.15,86,100,4.4,RU,1699931337
516,princeville,45.7668,-61.2985,275.15,90,69,0.41,CA,1699931263
517,beruniy,41.6911,60.7525,273.13,74,0,3.09,UZ,1699931337
518,lhuentse,27.6679,91.1839,293.2,55,30,1.18,BT,1699931338
519,mo i rana,66.3128,14.1428,265.0,82,39,2.24,NO,1699931338
520,ta`u,-14.2336,-169.5144,300.7,83,44,6.09,AS,1699931338
521,shimoda,34.6667,138.95,288.21,69,80,0.64,JP,1699931338
522,tucumcari,35.1717,-103.725,281.06,71,0,3.6,US,1699931338
523,sao miguel do tapuio,-5.5036,-41.3233,299.06,36,5,1.59,BR,1699931111
524,manta,-0.95,-80.7333,298.03,83,75,4.63,EC,1699931338
525,cururupu,-1.8283,-44.8683,297.33,87,7,2.03,BR,1699931339
526,yarmouth,41.7057,-70.2286,277.59,78,100,0.45,US,1699931339
527,alesund,62.4723,6.1549,276.35,78,20,3.6,NO,1699931127
528,sittwe,20.15,92.9,300.71,71,99,1.99,MM,1699931339
529,villa huidobro,-34.8383,-64.5869,284.13,59,0,2.64,AR,1699931339
530,darwin,-12.4611,130.8418,306.45,55,20,4.63,AU,1699931225
531,kendari,-3.945,122.4989,306.37,52,61,2.65,ID,1699931339
532,belton,38.812,-94.5319,286.19,47,0,2.57,US,1699931248
533,panaba,21.2833,-88.2667,297.47,93,100,3.45,MX,1699931340
534,san ignacio,17.1561,-89.0714,297.23,100,100,0.0,BZ,1699931340
535,salekhard,66.53,66.6019,254.23,100,100,0.75,RU,1699931337
536,raduzhny,62.0961,77.475,260.45,94,100,1.19,RU,1699931340
537,morehead,37.2711,-87.1764,283.14,70,0,0.0,US,1699931340
538,targovishte,43.2592,26.5892,281.53,60,72,1.55,BG,1699931340
539,armacao de buzios,-22.7469,-41.8817,296.69,91,56,4.98,BR,1699931341
540,caleta de carquin,-11.0925,-77.6267,292.8,87,15,4.69,PE,1699931341
541,buka,40.8108,69.1986,281.35,38,0,1.73,UZ,1699931341
542,saint-joseph,-21.3667,55.6167,297.86,76,44,2.5,RE,1699931341
543,fort st. john,56.2499,-120.8529,264.9,98,33,1.73,CA,1699931341
544,kindu,-2.95,25.95,294.26,100,100,0.88,CD,1699931341
545,cassilandia,-19.1133,-51.7342,300.69,39,52,1.7,BR,1699931342
546,pelabuhanratu,-6.9875,106.5514,303.02,73,97,1.43,ID,1699931342
547,fortuna,40.5982,-124.1573,286.47,95,100,0.0,US,1699931342
548,bikenibeu village,1.3673,173.1241,301.08,81,99,8.47,KI,1699931342
549,napili-honokowai,20.9708,-156.6705,299.37,82,15,9.19,US,1699931342
550,cacheu,12.2706,-16.1658,295.99,75,68,1.37,GW,1699931342
551,moses lake,47.1301,-119.2781,279.75,56,0,0.0,US,1699931343
552,fiambala,-27.6871,-67.6149,289.78,39,1,0.93,AR,1699931343
